airplane,airname,citycode,cityname,country
IXS,锡尔杰尔机场,IXS,锡尔杰尔,印度
DEL,德里机场,DEL,新德里,印度
IMF,英帕尔地方机场,IMF,因帕尔,印度
IDR,印多尔机场,IDR,印多尔,印度
JAI,桑加尼亚机场,JAI,斋普尔,印度
ALL,阿尔班加机场,ALL,阿尔班加,意大利
AHO,阿尔盖罗机场,AHO,阿尔盖罗,意大利
EBA,埃尔巴岛机场,EBA,埃尔巴岛,意大利
AOI,安科纳机场,AOI,安科纳,意大利
OLB,戈斯塔－斯梅拉尔达机场,OLB,奥尔比亚,意大利
AOT,奥斯塔机场,AOT,奥斯塔,意大利
PMO,蓬塔莱希机场,PMO,巴勒莫,意大利
BRI,巴里机场,BRI,巴里,意大利
BLX,贝卢诺机场,BLX,贝卢诺,意大利
PSA,比萨机场,PSA,比萨,意大利
BZO,博尔扎诺-波森机场,BZO,博尔查诺,意大利
BLQ,博洛尼亚机场,BLQ,博洛尼亚,意大利
BDS,帕珀拉卡塞尔机场,BDS,布林迪西,意大利
DCI,代奇莫曼努机场,DCI,代奇莫曼努,意大利
TRS,里雅斯特机场,TRS,的里雅斯特,意大利
TRN,都灵机场,TRN,都灵,意大利
FLR,佛罗伦撒机场,FLR,佛罗伦萨,意大利
FRL,弗利机场,FRL,弗利,意大利
FOG,福贾机场,FOG,福贾,意大利
CAG,卡利亚里机场,CAG,卡利亚里,意大利
CTA,卡塔尼亚机场,CTA,卡塔尼亚,意大利
CDF,科尔蒂纳丹佩佐机场,CDF,科尔蒂纳丹佩佐,意大利
CIY,科米索机场,CIY,科米索,意大利
CRV,克罗托内机场,CRV,克罗托内,意大利
CUF,库内奥机场,CUF,库内奥,意大利
SUF,拉默齐亚机场,SUF,拉默齐亚,意大利
LMP,兰佩杜萨机场,LMP,兰佩杜萨,意大利
REG,提托蒙尼提机场,REG,雷焦卡拉布里亚,意大利
RMI,里米尼机场,RMI,里米尼,意大利
CIA,西阿姆皮诺机场,ROM,罗马,意大利
FCO,费尤米西诺机场,ROM,罗马,意大利
BGY,奥里奥-阿尔塞里奥机场,MIL,米兰,意大利
MXP,马尔潘萨机场,MIL,米兰,意大利
LIN,里纳特机场,MIL,米兰,意大利
PMF,帕尔马机场,MIL,米兰,意大利
NAP,意大利那不勒斯机场,NAP,那不勒斯,意大利
PNL,潘泰莱里亚机场,PNL,潘泰莱里亚,意大利
PEG,佩鲁贾机场,PEG,佩鲁贾,意大利
PSR,里贝里机场,PSR,佩斯卡拉,意大利
GOA,热那亚机场,GOA,热那亚,意大利
TQR,圣多米诺岛机场,TQR,圣多米诺岛,意大利
TAR,塔兰托机场,TAR,塔兰托,意大利
TPS,若帕尼机场,TPS,特拉帕尼,意大利
TTB,托托里机场,TTB,托托里,意大利
TSF,威尼斯机场,VCE,威尼斯,意大利
VCE,马可波罗机场,VCE,威尼斯,意大利
VRN,维罗纳机场,VRN,维罗纳,意大利
SAY,锡耶纳机场,SAY,锡耶纳,意大利
ETH,埃拉特机场,ETH,埃拉特,以色列
VDA,奥华特机场,VDA,奥华特,以色列
BEV,贝尔谢巴机场,BEV,贝尔谢巴,以色列
HFA,海法机场,HFA,海法,以色列
KSW,基尔斯莫纳机场,KSW,基亚特,以色列
RPN,以色列罗什平纳机场,RPN,罗什平纳,以色列
TLV,本古里安国际机场,TLV,特拉维夫,以色列
SDV,特拉维夫-雅法机场,TLV,特拉维夫,以色列
ABD,阿巴丹机场,ABD,阿巴丹,伊朗
BND,阿巴斯港机场,BND,阿巴斯港,伊朗
AEU,阿布穆萨机场,AEU,阿布穆萨,伊朗
ADU,阿尔达比勒机场,ADU,阿尔达比勒,伊朗
AKW,阿加贾里机场,AKW,阿加贾里,伊朗
AJK,阿拉克机场,AJK,阿拉克,伊朗
AWZ,阿瓦兹机场,AWZ,阿瓦兹,伊朗
BBL,巴博尔萨机场,BBL,巴博尔萨,伊朗
IAQ,巴雷干机场,IAQ,巴雷干,伊朗
BXR,巴木机场,BXR,巴姆,伊朗
XBJ,比尔詹德机场,XBJ,比尔詹德,伊朗
BSM,比舍-克拉机场,BSM,比舍克拉,伊朗
BJB,博季诺德机场,BJB,博季诺德,伊朗
BUZ,布塞阿尔机场,BUZ,布塞阿尔,伊朗
TBZ,大不里士机场,TBZ,大不里士,伊朗
IKA,伊玛姆科梅尼机场,THR,德黑兰,伊朗
THR,德黑兰机场,THR,德黑兰,伊朗
GBT,戈尔干机场,GBT,戈尔干,伊朗
HDM,哈马丹机场,HDM,哈马丹,伊朗
KHD,霍拉马巴德机场,KHD,霍拉马巴德,伊朗
KIH,基什岛机场,KIH,基什岛,伊朗
KER,克尔曼机场,KER,克尔曼,伊朗
KSH,克尔曼沙阿机场,KSH,克尔曼沙阿,伊朗
LRR,拉尔机场,LRR,拉尔,伊朗
RJN,拉夫桑贾机场,RJN,拉夫桑贾,伊朗
LFM,拉门尔德机场,LFM,拉门尔德,伊朗
RZR,拉姆萨尔机场,RZR,拉姆萨尔,伊朗
RAS,拉什特机场,RAS,拉什特,伊朗
BDH,林格港机场,BDH,林格港,伊朗
MHD,马沙德机场,MHD,马什哈德,伊朗
NSH,瑙沙赫尔机场,NSH,瑙沙赫尔,伊朗
PFQ,帕尔萨巴德机场,PFQ,帕尔萨巴德,伊朗
ZBR,恰赫巴哈尔机场,ZBR,恰赫巴哈尔,伊朗
ACP,伊朗省机场,ACP,萨罕德,伊朗
SDG,萨南达机场,SDG,萨南达,伊朗
CQD,沙赫尔库尔德机场,CQD,沙赫尔库尔德,伊朗
SRY,沙丽机场,SRY,沙丽,伊朗
SYZ,设拉子机场,SYZ,设拉子,伊朗
TCX,塔巴斯机场,TCX,塔巴斯,伊朗
OMH,乌尔米耶机场,OMH,乌尔米耶,伊朗
AZD,亚兹德机场,AZD,亚兹德,伊朗
IIL,伊拉姆机场,IIL,伊拉姆,伊朗
IHR,伊朗沙赫尔机场,IHR,伊朗沙赫尔,伊朗
IFN,伊斯法罕机场,IFN,伊斯法罕,伊朗
ZAH,扎黑丹机场,ZAH,扎黑丹,伊朗
EBL,埃尔比勒国际机场,EBL,埃尔比勒,伊拉克
BGW,巴格达国际机场,BGW,巴格达,伊拉克
BMN,巴莫尼机场,BMN,巴莫尼,伊拉克
BSR,巴士拉国际机场,BSR,巴士拉,伊拉克
NJF,纳杰夫机场,NJF,纳杰夫,伊拉克
BUK,阿尔布克机场,BUK,阿尔布克,也门
AJO,阿尔约夫机场,AJO,阿尔约夫,也门
AXK,阿塔格机场,AXK,阿塔格,也门
AAY,艾尔格哈达机场,AAY,艾尔格哈达,也门
BHN,拜汉机场,BHN,拜汉,也门
BYD,贝达机场,BYD,贝达,也门
HOD,荷台达机场,HOD,荷台达,也门
RIY,里雅恩姆卡拉机场,RIY,里雅恩姆卡拉,也门
SAH,萨那机场,SAH,萨那,也门
GXF,塞云机场,GXF,塞云,也门
SCT,索哥德拉岛机场,SCT,索哥德拉岛,也门
TAI,泰兹机场,TAI,塔伊兹,也门
ADE,亚丁机场,ADE,亚丁,也门
EVN,埃里温机场,EVN,埃里温,亚美尼亚
POT,安东尼奥港机场,POT,安东尼奥港,牙买加
OCJ,奥桥里奥斯机场,OCJ,奥桥里奥斯,牙买加
KIN,金斯敦机场,KIN,金斯敦,牙买加
MBJ,桑斯特国际机场,MBJ,蒙特哥贝,牙买加
NEG,内格里尔机场,NEG,内格里尔,牙买加
ALP,阿勒颇国际机场,ALP,阿勒颇,叙利亚
DAM,大马士革国际机场,DAM,大马士革,叙利亚
DEZ,德尔佐尔机场,DEZ,德尔佐尔,叙利亚
KAC,卡米什利机场,KAC,卡米什利,叙利亚
LTK,拉塔基亚机场,LTK,拉塔基亚,叙利亚
BUD,布达佩斯机场,BUD,布达佩斯,匈牙利
DEB,德布勒森机场,DEB,德布勒森,匈牙利
MCQ,密什科尔茨机场,MCQ,米什科尔茨,匈牙利
AMZ,阿德莫尔机场,AMZ,阿德莫尔,新西兰
ASG,阿什伯顿机场,ASG,阿什伯顿,新西兰
AKL,奥克兰机场,AKL,奥克兰,新西兰
PMR,帕默斯顿北机场,PMR,北帕默斯顿,新西兰
BHE,布连海姆机场,BHE,布伦海姆,新西兰
CHT,查塔姆群岛机场,CHT,查塔姆群岛,新西兰
DUD,达尼丁机场,DUD,达尼丁,新西兰
TIU,蒂马鲁机场,TIU,蒂马鲁,新西兰
HLZ,哈密尔顿机场,HLZ,哈密尔顿,新西兰
ZQN,弗兰克敦机场,ZQN,皇后镇,新西兰
WLG,惠灵顿国际机场,WLG,惠灵顿,新西兰
HKK,霍基蒂卡机场,HKK,霍基蒂卡,新西兰
CHC,克赖斯特彻奇机场,CHC,基督城,新西兰
GIS,吉斯伯恩机场,GIS,吉斯伯恩,新西兰
KKE,凯里凯里机场,KKE,凯里凯里,新西兰
KAT,凯塔依亚机场,KAT,凯塔依亚,新西兰
CMV,科罗曼德尔机场,CMV,科罗曼德尔,新西兰
ROT,罗托鲁阿机场,ROT,罗托鲁瓦,新西兰
NPE,豪客斯贝机场,NPE,纳皮尔,新西兰
NSN,尼尔森机场,NSN,尼尔森,新西兰
TUO,陶波机场,TUO,陶波,新西兰
TRG,陶朗阿机场,TRG,陶朗阿加,新西兰
WHK,瓦卡塔尼机场,WHK,瓦卡塔尼,新西兰
WKA,瓦纳卡机场,WKA,瓦纳卡,新西兰
WRE,旺阿雷机场,WRE,旺阿雷,新西兰
WAG,旺阿努伊机场,WAG,旺阿努伊,新西兰
WSZ,西港机场,WSZ,韦斯特波特,新西兰
NPL,新普利茅茨机场,NPL,新普利茅斯,新西兰
ALR,亚历山德拉机场,ALR,亚历山德拉,新西兰
IVC,因弗卡吉尔机场,IVC,因弗卡吉尔,新西兰
BMY,贝来普群岛机场,BMY,贝来普群岛,新喀里多尼亚
TGJ,蒂加机场,TGJ,蒂加,新喀里多尼亚
KNQ,科内机场,KNQ,科内,新喀里多尼亚
KOC,库马克机场,KOC,库马克,新喀里多尼亚
LIF,利福机场,LIF,利福,新喀里多尼亚
MEE,马雷岛机场,MEE,马雷,新喀里多尼亚
GEA,努美阿机场,NOU,努美阿,新喀里多尼亚
NOU,通托塔机场,NOU,努美阿,新喀里多尼亚
ILP,松树岛机场,ILP,松树岛,新喀里多尼亚
TOU,图奥机场,TOU,图奥,新喀里多尼亚
UVE,乌维亚机场,UVE,乌维亚,新喀里多尼亚
SIN,樟宜机场,SIN,新加坡,新加坡共和国
AGQ,阿格里尼翁机场,AGQ,阿格里尼翁,希腊
JTY,阿斯蒂帕莱阿岛机场,JTY,阿斯蒂帕莱阿岛,希腊
PKH,波尔托海利翁机场,PKH,波尔托海利翁,希腊
CHQ,干尼亚机场,CHQ,干尼亚,希腊
KIT,基西拉机场,KIT,基西拉,希腊
AOK,卡尔帕索斯机场,AOK,卡尔帕索斯,希腊
KLX,卡拉马塔机场,KLX,卡拉马塔,希腊
KZS,卡斯特洛里佐机场,KZS,卡斯特洛里佐,希腊
KSO,卡斯托里亚机场,KSO,卡斯托里亚,希腊
KSJ,卡索斯岛机场,KSJ,卡索斯岛,希腊
KVA,卡瓦拉机场,KVA,卡瓦拉,希腊
EFL,凯法利尼亚机场,EFL,凯法利尼亚,希腊
KGS,科斯机场,KGS,科思,希腊
KZI,科扎尼机场,KZI,科扎尼,希腊
CFU,克基拉岛扬尼斯·卡波迪斯特里亚斯国际机场,CFU,克基拉,希腊
LRS,利罗斯机场,LRS,利罗斯,希腊
LXS,利姆诺斯机场,LXS,利姆诺斯,希腊
RHO,罗得岛迪亚戈拉斯国际机场,RHO,罗德岛,希腊
MJT,米蒂利尼机场,MJT,米蒂利尼,希腊
JMK,米克诺斯机场,JMK,米科诺斯,希腊
MLO,米洛斯机场,MLO,米洛斯,希腊
JNX,拿索斯机场,JNX,纳克索斯,希腊
PAS,帕罗斯机场,PAS,帕罗斯,希腊
GPA,帕特雷机场,GPA,帕特雷,希腊
PVK,阿克西翁机场,PVK,普雷韦扎莱夫卡斯,希腊
SMI,萨莫斯机场,SMI,萨莫斯,希腊
SKG,萨罗尼奇机场,SKG,塞萨洛尼基,希腊
JTR,圣托里尼机场,JTR,圣托里尼,希腊
SKU,斯基罗斯机场,SKU,斯基罗斯,希腊
JSI,斯基亚索斯机场,JSI,斯基亚索斯,希腊
JKH,希俄斯机场,JKH,希俄斯,希腊
JSH,锡蒂亚机场,JSH,锡蒂亚,希腊
JSY,锡罗斯岛机场,JSY,锡罗斯岛,希腊
ATH,雅典埃莱夫塞里奥斯·韦尼泽洛斯国际机场,ATH,雅典,希腊
AXD,亚历山德鲁波利斯德谟克利特国际机场,AXD,亚历山德鲁波利斯,希腊
JIK,伊卡里亚岛机场,JIK,伊卡里亚岛,希腊
HER,卡赞查基斯机场,HER,伊拉克里翁,希腊
IOA,雅尼那机场,IOA,约阿尼纳,希腊
ZTH,扎金索斯机场,ZTH,扎金索斯,希腊
DRM,兹拉马机场,DRM,兹拉马,希腊
AEI,阿尔赫西拉斯机场,AEI,阿尔赫西拉斯,西班牙
LEI,阿尔梅里亚机场,LEI,阿尔梅里亚,西班牙
ABC,阿尔瓦赛特机场,ABC,阿尔瓦赛特,西班牙
ALC,阿里坎特机场,ALC,阿利坎特,西班牙
OVD,阿斯图里亚斯机场,OVD,阿斯图里亚斯,西班牙
BJZ,巴达霍斯机场,BJZ,巴达霍斯,西班牙
VDE,巴尔维德机场,VDE,巴尔维德,西班牙
VLL,巴利阿多里德机场,VLL,巴利亚多利德,西班牙
BCN,巴塞罗那机场,BCN,巴塞罗那,西班牙
BIO,毕尔巴鄂机场,BIO,毕尔巴鄂,西班牙
LPA,德格兰卡纳里亚机场,LPA,大加那利岛,西班牙
FUE,富埃特文图拉岛机场,FUE,富埃特文图拉岛,西班牙
GRX,格拉纳达机场,GRX,格拉纳达,西班牙
XRY,赫雷斯机场,XRY,赫雷斯,西班牙
GRO,赫罗纳机场,GRO,赫罗纳,西班牙
CDZ,加的斯机场,CDZ,加的斯,西班牙
ODB,科尔多瓦机场,ODB,科尔多瓦,西班牙
LCG,拉科鲁利亚机场,LCG,拉科鲁尼亚,西班牙
LEN,西班牙莱昂机场,LEN,莱昂,西班牙
ACE,兰萨罗特机场,ACE,兰萨罗特,西班牙
CJI,雷阿尔城机场,CJI,雷阿尔城,西班牙
REU,雷乌斯机场,REU,雷乌斯,西班牙
RJL,洛格罗尼奥机场,RJL,洛格罗尼奥,西班牙
MAD,马德里机场,MAD,马德里,西班牙
AGP,马拉加机场,AGP,马拉加,西班牙
MLN,梅利拉机场,MLN,梅利拉,西班牙
MAH,梅诺卡机场,MAH,梅诺卡,西班牙
MJV,穆尔西亚机场,MJV,穆尔西亚,西班牙
PMI,帕尔马马拉尔克机场,PMI,帕尔马马拉尔克,西班牙
PNA,潘普洛拉机场,PNA,潘普洛纳,西班牙
ZAZ,萨拉戈萨机场,ZAZ,萨拉戈萨,西班牙
SLM,萨拉曼卡机场,SLM,萨拉曼卡,西班牙
SVQ,塞维利亚机场,SVQ,塞维利亚,西班牙
SDR,桑坦德机场,SDR,桑坦德,西班牙
SCQ,圣地亚哥科波泰拉机场,SCQ,圣地亚哥德孔波斯特拉,西班牙
SPC,圣克鲁斯-德拉帕尔马机场,SPC,圣克鲁斯德拉帕尔马,西班牙
EAS,圣塞瓦斯蒂安机场,EAS,圣塞瓦斯蒂安,西班牙
GMZ,圣瑟巴斯提安-德拉戈梅拉机场,GMZ,圣瑟巴斯提安德拉戈梅拉,西班牙
TFS,苏尔雷纳索菲亚机场,TCI,特内里费,西班牙
TFN,诺特罗斯罗德奥斯机场,TCI,特内里费,西班牙
VLC,瓦伦西亚机场,VLC,瓦伦西亚,西班牙
VGO,维哥机场,VGO,维歌,西班牙
VIT,维托里亚机场,VIT,维托里亚,西班牙
JCU,休达机场,JCU,休达,西班牙
IBZ,伊比萨机场,IBZ,伊比沙,西班牙
AZN,安地兹汉机场,AZN,安集延,乌兹别克斯坦
BHK,布哈拉机场,BHK,布哈拉,乌兹别克斯坦
UGC,俄尔辛基机场,UGC,俄尔辛基,乌兹别克斯坦
FEG,费尔干纳机场,FEG,费尔干纳,乌兹别克斯坦
KSQ,卡尔希机场,KSQ,卡尔希,乌兹别克斯坦
NMA,内曼根机场,NMA,纳曼干,乌兹别克斯坦
NCU,诺库斯机场,NCU,诺库斯,乌兹别克斯坦
SKD,撒马尔干机场,SKD,撒马尔罕,乌兹别克斯坦
TAS,塔什干机场,TAS,塔什干,乌兹别克斯坦
TMJ,铁尔梅兹机场,TMJ,铁尔梅兹,乌兹别克斯坦
ATI,阿蒂加斯机场,ATI,阿蒂加斯,乌拉圭
PDP,埃斯特角城机场,PDP,埃斯特角城,乌拉圭
BUV,贝拉乌尼翁机场,BUV,贝拉乌尼翁,乌拉圭
CYR,科洛尼亚机场,CYR,科洛尼亚,乌拉圭
MVD,卡拉斯科机场,MVD,蒙得维的亚,乌拉圭
ODS,奥德萨中心机场,ODS,敖德萨,乌克兰
ERD,柏迪安斯克机场,ERD,柏迪安斯克,乌克兰
PLV,波尔塔瓦机场,PLV,波尔塔瓦,乌克兰
DNK,第聂伯罗彼得罗夫斯克机场,DNK,第聂伯罗彼得罗夫斯克,乌克兰
DOK,顿涅茨克国际机场,DOK,顿涅茨克,乌克兰
HRK,哈尔科夫机场,HRK,哈尔科夫,乌克兰
KHE,赫尔松机场,KHE,赫尔松,乌克兰
KBP,鲍里斯波尔国际机场,IEV,基辅,乌克兰
IEV,基辅机场,IEV,基辅,乌克兰
KWG,克里沃罗格机场,KWG,克里沃罗格,乌克兰
LWO,利沃夫国际机场,LWO,利沃夫,乌克兰
VSG,卢甘斯克机场,VSG,卢甘斯克,乌克兰
MPW,马里乌波尔机场,MPW,马里乌波尔,乌克兰
NLV,尼克拉艾机场,NLV,尼古拉耶夫,乌克兰
CEJ,切尔尼戈夫机场,CEJ,切尔尼戈夫,乌克兰
CWC,契诺西机场,CWC,切尔诺夫策,乌克兰
CKC,切卡希机场,CKC,切卡希,乌克兰
UKS,塞瓦斯托波尔机场,UKS,塞瓦斯托波尔,乌克兰
UDJ,乌日霍罗德国际机场,UDJ,乌芝格罗德,乌克兰
SIP,辛菲罗波尔机场,SIP,辛菲罗波尔,乌克兰
IFO,伊万诺-弗兰科夫斯克机场,IFO,伊万诺弗兰科夫斯克,乌克兰
OZH,扎波罗热机场,OZH,扎波罗热,乌克兰
RUA,阿鲁亚机场,RUA,阿鲁亚,乌干达
EBB,恩德培机场,EBB,恩德培,乌干达
KSE,卡塞塞机场,KSE,卡塞塞,乌干达
OYG,莫尤机场,OYG,莫尤,乌干达
PAF,帕古巴机场,PAF,帕古巴,乌干达
BWN,斯里巴加湾机场,BWN,斯里巴加湾市,文莱
AGV,阿卡里瓜机场,AGV,阿卡里瓜,委内瑞拉
AAO,阿那科机场,AAO,阿那科,委内瑞拉
PYH,阿亚库乔港机场,PYH,阿亚库乔港,委内瑞拉
VIG,埃尔比希亚机场,VIG,埃尔比希亚,委内瑞拉
PZO,奥尔达斯港机场,PZO,奥尔达斯港,委内瑞拉
BRM,巴基西梅托机场,BRM,巴基西梅托,委内瑞拉
VLV,巴雷拉机场,VLV,巴雷拉,委内瑞拉
BNS,巴里纳斯机场,BNS,巴里纳斯,委内瑞拉
BLA,根安佐阿特圭机场,BLA,巴塞罗那,委内瑞拉
PMV,波尔拉马尔机场,PMV,波拉马尔,委内瑞拉
CBL,博利瓦尔城机场,CBL,玻利瓦尔城,委内瑞拉
GUQ,瓜纳累机场,GUQ,瓜纳累,委内瑞拉
VLN,华伦西亚机场,VLN,华伦西亚,委内瑞拉
GUI,吉里亚机场,GUI,吉里亚,委内瑞拉
CCS,加拉加斯机场,CCS,加拉加斯,委内瑞拉
CUP,卡鲁帕诺机场,CUP,卡鲁帕诺,委内瑞拉
CZE,科罗机场,CZE,科罗,委内瑞拉
CUM,库马纳机场,CUM,库马纳,委内瑞拉
LSP,拉斯皮耶德拉斯机场,LSP,拉斯皮耶德拉斯,委内瑞拉
MYC,马拉凯机场,MYC,马拉凱,委内瑞拉
MUN,马图林机场,MUN,马图林,委内瑞拉
MRD,梅里达机场,MRD,梅里达,委内瑞拉
SVZ,圣安东尼奥机场,SVZ,圣安东尼奥,委内瑞拉
STB,圣巴巴拉埃德机场,STB,圣巴巴拉埃德,委内瑞拉
SOM,圣多美机场,SOM,圣多美,委内瑞拉
STD,圣多明戈机场,STD,圣多明戈,委内瑞拉
SFD,拉斯弗雷切拉斯机场,SFD,圣费尔南多,委内瑞拉
TUV,土库比塔机场,TUV,土库比塔,委内瑞拉
FRS,佛罗雷斯机场,FRS,佛罗雷斯,危地马拉
GUA,危地巴拉城机场,GUA,危地马拉城,危地马拉
AUY,阿内蒂乌姆机场,AUY,阿内蒂乌姆,瓦努阿图
AWD,阿瓦尼机场,AWD,阿瓦尼,瓦努阿图
EAE,埃迈机场,EAE,埃迈,瓦努阿图
OLJ,奥尔波依机场,OLJ,奥尔波依,瓦努阿图
GBA,比格贝机场,GBA,比格贝,瓦努阿图
DLY,迪尔伦湾机场,DLY,迪尔伦湾,瓦努阿图
TGH,东戈瓦机场,TGH,东戈瓦,瓦努阿图
FTA,富图纳机场,FTA,富图纳岛,瓦努阿图
ZGU,高亚机场,ZGU,高亚,瓦努阿图
CCV,克雷格考夫机场,CCV,克雷格考夫,瓦努阿图
LPM,拉马普机场,LPM,拉马普,瓦努阿图
LNB,拉门湾机场,LNB,拉门湾,瓦努阿图
LNE,朗挪罗依机场,LNE,朗挪罗依,瓦努阿图
LOD,伦加纳机场,LOD,伦加纳,瓦努阿图
MWF,迈沃机场,MWF,迈沃,瓦努阿图
MTV,莫塔拉瓦机场,MTV,莫塔拉瓦,瓦努阿图
NUS,诺索普机场,NUS,诺索普,瓦努阿图
PBJ,帕玛机场,PBJ,帕玛,瓦努阿图
SSR,萨拉机场,SSR,萨拉,瓦努阿图
SON,圣埃斯皮里图岛机场,SON,圣埃斯皮里图岛,瓦努阿图
SLH,索拉机场,SLH,索拉,瓦努阿图
TAH,塔纳岛机场,TAH,塔纳岛,瓦努阿图
TOH,托雷斯机场,TOH,托雷斯,瓦努阿图
WLH,瓦拉哈机场,WLH,瓦拉哈,瓦努阿图
VLS,瓦勒斯迪尔机场,VLS,瓦勒斯迪尔,瓦努阿图
VLI,维拉港机场,VLI,维拉港,瓦努阿图
ULB,乌雷机场,ULB,乌雷,瓦努阿图
SWJ,西南海岸机场,SWJ,西南海岸,瓦努阿图
IPA,怡波岛机场,IPA,怡波岛,瓦努阿图
FUT,富图纳岛机场,FUT,富图纳岛,瓦利斯和福图纳
WLS,瓦利斯岛机场,WLS,瓦利斯岛,瓦利斯和福图纳
ASB,阿什贾巴特机场,ASB,阿什哈巴德,土库曼斯坦
ADA,阿达那机场,ADA,阿达纳,土耳其
ADF,阿德亚曼机场,ADF,阿德亚曼,土耳其
AFY,阿菲永机场,AFY,阿菲永,土耳其
AJI,阿勒机场,AJI,阿勒,土耳其
EDO,埃德米特机场,EDO,埃德雷米特,土耳其
ERC,埃尔津詹机场,ERC,埃尔津詹,土耳其
ERZ,俄祖汝穆机场,ERZ,埃尔祖鲁姆,土耳其
EZS,埃拉齐格机场,EZS,埃拉泽,土耳其
AOE,阿纳多鲁大学机场,ESK,埃斯基谢希尔,土耳其
ANK,伊提梅斯古特机场,ANK,安卡拉,土耳其
ESB,埃森博卡机场,ANK,安卡拉,土耳其
AYT,安塔利亚机场,AYT,安塔利亚,土耳其
BZI,巴勒克埃希尔机场,BZI,巴勒克埃西尔,土耳其
BAL,白特曼机场,BAL,白特曼,土耳其
BDM,班德尔马机场,BDM,班德尔马,土耳其
BJV,米拉斯-博德鲁姆机场,BXN,博德鲁姆,土耳其
BXN,博德鲁姆机场,BXN,博德鲁姆,土耳其
BTZ,布尔萨机场,BTZ,布尔萨,土耳其
DLM,达拉曼机场,DLM,达拉曼,土耳其
DNZ,代尼兹利机场,DNZ,代尼兹利,土耳其
DIY,迪亚巴克尔机场,DIY,迪亚巴克尔,土耳其
VAN,凡城机场,VAN,凡城,土耳其
GZT,加济安泰普机场,GZT,加济安泰普,土耳其
KSY,开尔斯机场,KSY,卡尔斯,土耳其
ASR,开塞利机场,ASR,开塞利,土耳其
KYA,科尼亚机场,KYA,科尼亚,土耳其
MQM,马丁机场,MQM,马尔丁,土耳其
MLX,马拉提亚机场,MLX,马拉蒂亚,土耳其
MSR,穆斯机场,MSR,穆斯,土耳其
NAV,内夫谢希尔机场,NAV,内夫谢希尔,土耳其
CKZ,恰纳卡莱机场,CKZ,恰纳卡莱,土耳其
GNY,桑尼乌法机场,SFQ,萨利乌尔法,土耳其
SFQ,萨利乌尔法机场,SFQ,萨利乌尔法,土耳其
TEQ,泰基尔达机场,TEQ,泰基尔达,土耳其
TZX,特拉布宗机场,TZX,特拉布宗,土耳其
TJK,托卡特机场,TJK,托卡特,土耳其
SXZ,锡尔特机场,SXZ,锡尔特,土耳其
VAS,锡瓦斯机场,VAS,锡瓦斯,土耳其
SAW,萨比哈-哥克赛恩机场,IST,伊斯坦布尔,土耳其
IST,伊斯坦布尔机场,IST,伊斯坦布尔,土耳其
ADB,伊兹密尔机场,IZM,伊兹密尔,土耳其
FUN,富纳富蒂机场,FUN,富纳富蒂,图瓦卢
GAF,加夫萨机场,GAF,加夫萨,突尼斯
DJE,查尔巴机场,DJE,杰尔巴岛,突尼斯
MIR,莫纳斯提尔机场,MIR,莫纳斯提尔,突尼斯
SFA,斯法克斯机场,SFA,斯法克斯,突尼斯
TBJ,塔巴卡机场,TBJ,塔巴卡,突尼斯
TUN,突尼斯机场,TUN,突尼斯,突尼斯
TOE,托泽尔机场,TOE,托泽尔,突尼斯
TAB,多巴哥机场,TAB,多巴哥,特立尼达和多巴哥
POS,皮阿尔科机场,POS,西班牙港,特立尼达和多巴哥
NCA,北凯科斯机场,NCA,北凯科斯,特克斯和凯克特斯群岛
GDT,大特克岛机场,GDT,大特克岛,特克斯和凯克特斯群岛
MDS,米德尔卡伊克斯机场,MDS,米德尔卡伊克斯,特克斯和凯克特斯群岛
XSC,南加各斯机场,XSC,南加各斯,特克斯和凯克特斯群岛
PLS,普罗维登西亚莱斯岛机场,PLS,普罗维登西亚莱斯岛,特克斯和凯克特斯群岛
SLX,索尔特岛机场,SLX,索尔特岛,特克斯和凯克特斯群岛
HPA,哈派机场,HPA,哈派,汤加
NFO,纽阿福欧岛机场,NFO,纽阿福欧岛,汤加
